x1 x2 y
4.918750538253128 1.3634648490576486 9.730756165151082
1.7687307341256602 -0.932391030369202 3.2824039173755266
4.759429968301932 -0.6657635353758931 8.669540880323169
1.3286115383137942 -1.203289468433568 0.8160872220187447
0.567392937960542 -0.6593251011707537 1.933075626252158
2.9728510909519144 0.28561969941729237 6.8582819080512465
2.095978730049047 0.8981011814529476 8.918658596014623
2.319130936237369 -2.793250453134266 0.09965338831783077
5.158440985012792 -1.5915995067161461 2.4901757975496452
5.554312634951148 -3.100394256220268 2.1406961145335552
